Movie Name,Release Date,Opening Day,Opening Weekend,End of Week 1,Lifetime,,,
Muqabla,30-Nov-78,0 Cr N.A,0 Cr N.A,0 Cr N.A,3,,,
Dada,30-Nov-78,0 Cr N.A,0 Cr N.A,0 Cr N.A,5,,,
Noorie,30-Nov-78,0 Cr N.A,0 Cr N.A,0 Cr N.A,6,,,
Shaan,12-Dec-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,4,,,
Ram Balram,28-Nov-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,9,,,
Insaaf Ka Tarazu,11-Nov-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,4,,,
Maang Bharo Sajna,07-Nov-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,5,,,
Saboot,04-Nov-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,4,,,
Nishana,17-Oct-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,8,,,
Dostana,17-Oct-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,5,,,
Abdullah,26-Sep-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,7,,,
Judaai,26-Sep-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,6,,,
Beraham,29-Aug-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,8,,,
Unnes Bees,04-Jul-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.7,,,
Sau Din Saas Ke,27-Jun-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.3,,,
Karz,26-Jun-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.7,,,
Qurbani,20-Jun-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,6,,,
Thodi Si Bewafai,13-Jun-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,3,,,
Jyoti Bane Jwala,06-Jun-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,2,,,
Alibaba Aur 40 Chor,29-May-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,5,,,
Choron Ki Baaraat,23-May-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,4,,,
Swayamvar,09-May-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,6,,,
Takkar,18-Apr-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,3,,,
The Burning Train,28-Mar-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,2,,,
Aasha,21-Mar-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,8,,,
Chunaoti,14-Mar-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,3,,,
Khubsoorat,25-Jan-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,5,,,
Do Aur Do Paanch,04-Jan-80,0 Cr N.A,0 Cr N.A,0 Cr N.A,6,,,
Kaalia,25-Dec-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,4,,,
Meri Awaaz Suno,18-Dec-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,9,,,
Fifty Fifty,13-Nov-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,4,,,
Maan Gaye Ustaad,30-Oct-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,5,,,
Yaarana,23-Oct-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,4,,,
Ek Hi Bhool,09-Oct-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,8,,,
Khuda Kasam,09-Oct-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,5,,,
Katilon Ka Katil,10-Sep-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,7,,,
Hum Se Badhkar Kaun,03-Jul-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,6,,,
Ek Duuje Ke Liye,05-Jun-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,8,,,
Professor Pyarelal,05-Jun-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,3,,,
Laawaris,22-May-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,9,,,
Jyoti,15-May-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,4,,,
Rocky,08-May-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,7,,,
Wardat,24-Apr-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,0,,,
Khoon Aur Paani,10-Apr-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,5,,,
Kudrat,03-Apr-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,6,,,
Krodhi,20-Mar-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,4,,,
Love Story,27-Feb-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,2,,,
Barsat Ki Ek Raat,20-Feb-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,5,,,
Kranti,03-Feb-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,6,,,
Bulandi,30-Jan-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,7,,,
Waqt Ki Deewar,23-Jan-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,4,,,
Hum Paanch,09-Jan-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,5,,,
Naseeb,05-Jan-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,6,,,
Disco Dancer,17-Dec-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,2,,,
Samraat,11-Dec-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,2,,,
Vidhaata,03-Dec-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,4,,,
Jeeo Aur Jeene Do,19-Nov-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,4,,,
Nikaah,24-Sep-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,2,,,
Baghawat,27-Aug-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,4,,,
Prem Rog,13-Aug-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,1,,,
Dharam Kanta,06-Aug-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,4,,,
Farz Aur Kanoon,06-Aug-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,5,,,
Khud-Daar,30-Jul-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,1,,,
Insaan,25-Jun-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,1,,,
Badle Ki Aag,04-Jun-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,1,,,
Teri Kasam,28-May-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,1,,,
Ghazab,28-May-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,4,,,
Main Inteqaam Loonga,21-May-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,1,,,
Sanam Teri Kasam,14-May-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,1,,,
Ashanti,07-May-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.4,,,
Namak Halal,30-Apr-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,6,,,
Desh Premee,23-Apr-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,4,,,
Teesri Aankh,23-Apr-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,9,,,
Rajput,16-Apr-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,4,,,
Suraag,26-Mar-82,0 Cr N.A,0 Cr N.A,0.002 Cr,5,,,
Satte Pe Satta,22-Jan-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,4,,,
Hathkadi,15-Jan-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,8,,,
Shakti,10-Jan-82,0 Cr N.A,0 Cr N.A,0 Cr N.A,5,,,
Nadiya Ke Paar,30-Nov-81,0 Cr N.A,0 Cr N.A,0 Cr N.A,7,,,
Hero,16-Dec-83,0 Cr N.A,0 Cr N.A,0 Cr N.A,6,,,
Coolie,02-Dec-83,0 Cr N.A,0 Cr N.A,0 Cr N.A,8,,,
Mawaali,04-Nov-83,0 Cr N.A,0 Cr N.A,0 Cr N.A,3,,,
Betaab,05-Aug-83,0 Cr N.A,0 Cr N.A,0 Cr N.A,9,,,
Naukar Biwi Ka,22-Jul-83,0 Cr N.A,0 Cr N.A,0 Cr N.A,4,,,
Justice Choudhary,15-Jul-83,0 Cr N.A,0 Cr N.A,0 Cr N.A,7,,,
Jaani Dost,27-May-83,0 Cr N.A,0 Cr N.A,0 Cr N.A,0,,,
Andha Kanoon,08-Apr-83,0 Cr N.A,0 Cr N.A,0 Cr N.A,5,,,
Himmatwala,25-Feb-83,0 Cr N.A,0 Cr N.A,0 Cr N.A,6,,,
Nastik,18-Feb-83,0 Cr N.A,0 Cr N.A,0 Cr N.A,4,,,
Sharaabi,18-May-84,0 Cr N.A,0 Cr N.A,0 Cr N.A,2,,,
Maqsad,04-May-84,0 Cr N.A,0 Cr N.A,0 Cr N.A,5,,,
Tohfa,03-Feb-84,0 Cr N.A,0 Cr N.A,0 Cr N.A,6,,,
Mard,08-Nov-85,0 Cr N.A,0 Cr N.A,0 Cr N.A,7,,,
Geraftaar,13-Sep-85,0 Cr N.A,0 Cr N.A,0 Cr N.A,4,,,
Ram Teri Ganga Maili,16-Aug-85,0 Cr N.A,0 Cr N.A,0 Cr N.A,5,,,
Pyar Jhukta Nahin,11-Jan-85,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.5,,,
Nagina,28-Nov-86,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.7,,,
Karma,08-Aug-86,0 Cr N.A,0 Cr N.A,0 Cr N.A,7,,,
Aakhri Raasta,06-Jun-86,0 Cr N.A,0 Cr N.A,0 Cr N.A,6,,,
Khudgarz,30-Jul-87,0 Cr N.A,0 Cr N.A,0 Cr N.A,8,,,
Mr India,29-May-87,0 Cr N.A,0 Cr N.A,0 Cr N.A,3,,,
Hukumat,26-Mar-87,0 Cr N.A,0 Cr N.A,0 Cr N.A,9,,,
Insaniyat Ke Dushman,02-Jan-87,0 Cr N.A,0 Cr N.A,0 Cr N.A,4,,,
Shahenshah,02-Dec-88,0 Cr N.A,0 Cr N.A,0 Cr N.A,7,,,
Tezaab,10-Nov-88,0 Cr N.A,0 Cr N.A,0 Cr N.A,0,,,
Qayamat Se Qayamat Tak,29-Apr-88,0 Cr N.A,0 Cr N.A,0 Cr N.A,5,,,
Aag Hi Aag,03-Apr-88,0 Cr N.A,0 Cr N.A,0 Cr N.A,6,,,
Paap Ki Duniya,18-Mar-88,0 Cr N.A,0 Cr N.A,0 Cr N.A,4,,,
Maine Pyar Kiya,29-Dec-89,0 Cr N.A,0 Cr N.A,0 Cr N.A,2,,,
Tridev,07-Jul-89,0 Cr N.A,0 Cr N.A,0 Cr N.A,5,,,
Ram Lakhan,27-Jan-89,0 Cr N.A,0 Cr N.A,0 Cr N.A,6,,,
Baaghi,21-Dec-90,0 Cr N.A,0 Cr N.A,0 Cr N.A,7,,,
Thanedaar,14-Dec-90,0 Cr N.A,0 Cr N.A,0 Cr N.A,4,,,
Aaj Ka Arjun,10-Aug-90,0 Cr N.A,0 Cr N.A,0 Cr N.A,5,,,
Jurm,05-Jul-90,0 Cr N.A,0 Cr N.A,0 Cr N.A,6,,,
Dil,22-Jun-90,0 Cr N.A,0 Cr N.A,0 Cr N.A,5,,,
Ghayal,22-Jun-90,0 Cr N.A,0 Cr N.A,0 Cr N.A,6,,,
Kishen Kanhaiya,09-Mar-90,0 Cr N.A,0 Cr N.A,0 Cr N.A,4,,,
Agneepath,16-Feb-90,0 Cr N.A,0 Cr N.A,0 Cr N.A,2,,,
Sadak,20-Dec-91,0 Cr N.A,0 Cr N.A,0 Cr N.A,5,,,
Saajan,20-Dec-91,0 Cr N.A,0 Cr N.A,0 Cr N.A,6,,,
Phool Aur Kaante,21-Nov-91,0 Cr N.A,0 Cr N.A,0 Cr N.A,7,,,
Sanam Bewafa,01-Nov-91,0 Cr N.A,0 Cr N.A,0 Cr N.A,4,,,
Saudagar,09-Aug-91,0 Cr N.A,0 Cr N.A,0 Cr N.A,5,,,
Dil Hai Ke Manta Nahin,12-Jul-91,0 Cr N.A,0 Cr N.A,0 Cr N.A,6,,,
Hum,01-Feb-91,0 Cr N.A,0 Cr N.A,0 Cr N.A,2,,,
Saugandh,25-Jan-91,0 Cr N.A,0 Cr N.A,0 Cr N.A,2,,,
Jigar,23-Oct-92,0 Cr N.A,0 Cr N.A,0 Cr N.A,5,,,
Bol Radha Bol,21-Aug-92,0 Cr N.A,0 Cr N.A,0 Cr N.A,6,,,
Tahalka,07-Aug-92,0 Cr N.A,0 Cr N.A,0 Cr N.A,7,,,
Shola Aur Shabnam,02-Jul-92,0 Cr N.A,0 Cr N.A,0 Cr N.A,4,,,
Deewana,25-Jun-92,0 Cr N.A,0 Cr N.A,0 Cr N.A,5,,,
Jo Jeeta Wohi Sikandar,22-May-92,0 Cr N.A,0 Cr N.A,0 Cr N.A,6,,,
Khuda Gawah,08-May-92,0 Cr N.A,0 Cr N.A,0 Cr N.A,2,,,
Beta,03-Apr-92,0 Cr N.A,0 Cr N.A,0 Cr N.A,13,,,
Vishwatma,24-Jan-92,0 Cr N.A,0 Cr N.A,0 Cr N.A,5.2,,,
Khiladi,05-Jan-92,0 Cr N.A,0 Cr N.A,0 Cr N.A,4,,,
Darr,24-Dec-93,0.47 Cr,1.39 Cr,2.65 Cr,5,,,
Tadipaar,17-Dec-93,0.24 Cr,0.69 Cr,1.17 Cr,6,,,
Shatranj,17-Dec-93,0.27 Cr,0.74 Cr,1.28 Cr,2,,,
Santaan,11-Dec-93,0.12 Cr,0.39 Cr,0.70 Cr,2.1,,,
Dhanwaan,10-Dec-93,0.15 Cr,0.50 Cr,0.82 Cr,1.3,,,
Bhagyawan,10-Dec-93,0.17 Cr,0.48 Cr,0.88 Cr,2,,,
Aakhri Chetawani,10-Dec-93,0 Cr N.A,0 Cr N.A,0.13 Cr,0,,,
Aulad Ke Dushman,03-Dec-93,0.20 Cr,0.55 Cr,0.96 Cr,2,,,
Bedardi,12-Nov-93,0.21 Cr,0.66 Cr,1.16 Cr,2.8,,,
Baazigar,12-Nov-93,0 Cr N.A,0 Cr N.A,0 Cr N.A,7.7,,,
Parwane,12-Nov-93,0.11 Cr,0.31 Cr,0.53 Cr,1.1,,,
Khalnayak,06-Aug-93,0 Cr N.A,0 Cr N.A,0 Cr N.A,12,,,
Hum Hain Rahi Pyar Ke,23-Jul-93,0 Cr N.A,0 Cr N.A,0 Cr N.A,5,,,
Damini,30-Apr-93,0 Cr N.A,0 Cr N.A,0 Cr N.A,6.5,,,
Aankhen,09-Apr-93,0 Cr N.A,0 Cr N.A,0 Cr N.A,14,,,
Anari,26-Mar-93,0 Cr N.A,0 Cr N.A,0 Cr N.A,6,,,
King Uncle,05-Feb-93,0 Cr N.A,0 Cr N.A,0 Cr N.A,2,,,
Tirangaa,29-Jan-93,0 Cr N.A,0 Cr N.A,0 Cr N.A,6.7,,,
Aansoo Bane Angaarey,01-Jan-93,0.16 Cr,0.47 Cr,0.81 Cr,1.6,,,
Jaanam,01-Jan-93,0.04 Cr,0.17 Cr,0.29 Cr,0.4,,,
Ashaant,01-Jan-93,0.15 Cr,0.40 Cr,0.68 Cr,1.4,,,
Kaise Kaise Rishte,01-Jan-93,0 Cr N.A,0 Cr N.A,0.20 Cr,0,,,
Baarish,01-Jan-93,0.02 Cr,0.05 Cr,0.08 Cr,0.1,,,
Meri Aan,01-Jan-93,0.04 Cr,0.10 Cr,0.17 Cr,0.4,,,
Tehqiqaat,01-Jan-93,0.15 Cr,0.41 Cr,0.71 Cr,1.5,,,
Teri Payal Mere Geet,01-Jan-93,0.05 Cr,0.14 Cr,0.23 Cr,0.4,,,
Tum Karo Vaada,01-Jan-93,0 Cr N.A,0 Cr N.A,0.25 Cr,0,,,
Mr. Azaad,23-Dec-94,0.33 Cr,0.94 Cr,1.62 Cr,3.2,,,
Teesra Kaun,23-Dec-94,0.32 Cr,0.90 Cr,1.55 Cr,3.1,,,
Hum Hain Bemisal,16-Dec-94,0.39 Cr,1.08 Cr,1.75 Cr,3,,,
Zaalim,09-Dec-94,0.36 Cr,1.03 Cr,1.72 Cr,3.1,,,
Gopi Kishen,02-Dec-94,0.43 Cr,1.24 Cr,2.14 Cr,4.8,,,
The Gentleman,18-Nov-94,0.46 Cr,1.36 Cr,2.45 Cr,4.6,,,
Suhaag,04-Nov-94,0.55 Cr,1.53 Cr,2.59 Cr,7,,,
Amaanat,14-Oct-94,0.41 Cr,1.13 Cr,1.88 Cr,3,,,
Main Khiladi Tu Anadi,23-Sep-94,0.50 Cr,1.41 Cr,2.43 Cr,7.8,,,
Bandit Queen,17-Sep-94,0.35 Cr,1.14 Cr,2.39 Cr,14,,,
Andaz Apna Apna,03-Sep-94,0.31 Cr,0.92 Cr,1.68 Cr,5.3,,,
Kranti Kshetra,26-Aug-94,0.26 Cr,0.72 Cr,1.24 Cr,2.3,,,
Chaand Ka Tukdaa,20-Aug-94,0.25 Cr,0.73 Cr,1.24 Cr,2,,,
Naaraaz,19-Aug-94,0.24 Cr,0.68 Cr,1.18 Cr,2.1,,,
Aag,19-Aug-94,0.33 Cr,0.94 Cr,1.61 Cr,3.2,,,
Hum Aapke Hain Koun..!,06-Aug-94,0.10 Cr,0.29 Cr,0.68 Cr,72,,,
Vijaypath,05-Aug-94,0.51 Cr,1.44 Cr,2.41 Cr,6.4,,,
Janta Ki Adalat,30-Jul-94,0.33 Cr,0.92 Cr,1.57 Cr,3,,,
1942 ?€? A Love Story,28-Jul-94,0.42 Cr,1.21 Cr,2.32 Cr,6.9,,,
Krantiveer,23-Jul-94,0.44 Cr,1.27 Cr,2.27 Cr,9.3,,,
Eena Meena Deeka,12-Jul-94,0.38 Cr,1.06 Cr,1.85 Cr,3.9,,,
Mohra,09-Jul-94,0.60 Cr,1.59 Cr,3.17 Cr,12,,,
Juaari,08-Jul-94,0.18 Cr,0.52 Cr,0.89 Cr,1.7,,,
Laadla,02-Jul-94,0.39 Cr,1.11 Cr,2.02 Cr,7.1,,,
Aatish,25-Jun-94,0.56 Cr,1.56 Cr,2.64 Cr,6.4,,,
Ekka Raja Rani,24-Jun-94,0.27 Cr,0.77 Cr,1.29 Cr,2.4,,,
Cheetah,24-Jun-94,0.30 Cr,0.78 Cr,1.35 Cr,3.6,,,
Anth,11-Jun-94,0.32 Cr,0.91 Cr,1.59 Cr,3.9,,,
Jai Kishan,10-Jun-94,0.23 Cr,0.64 Cr,1.10 Cr,2.4,,,
Aa Gale Lag Jaa,14-May-94,0.20 Cr,0.64 Cr,1.09 Cr,3.1,,,
Yeh Dillagi,07-May-94,0.29 Cr,0.88 Cr,1.63 Cr,5.7,,,
Pehla Pehla Pyar,06-May-94,0.16 Cr,0.50 Cr,0.88 Cr,1.7,,,
Saajan Ka Ghar,30-Apr-94,0.19 Cr,0.65 Cr,1.17 Cr,3.7,,,
Anjaam,22-Apr-94,0.40 Cr,1.16 Cr,2.04 Cr,4.9,,,
Betaaj Badshah,08-Apr-94,0.31 Cr,0.87 Cr,1.48 Cr,2.9,,,
Chauraha,08-Apr-94,0.13 Cr,0.36 Cr,0.63 Cr,1.5,,,
Khuddar,25-Mar-94,0.38 Cr,1.06 Cr,1.84 Cr,4.5,,,
Salaami,18-Mar-94,0.13 Cr,0.41 Cr,0.73 Cr,2.8,,,
Imtihaan,11-Mar-94,0.27 Cr,0.78 Cr,1.38 Cr,3,,,
Kabhi Haan Kabhi Naa,25-Feb-94,0.14 Cr,0.50 Cr,0.96 Cr,3.8,,,
Dilwale,04-Feb-94,0.29 Cr,0.83 Cr,1.51 Cr,6.3,,,
Dulaara,28-Jan-94,0.29 Cr,0.80 Cr,1.40 Cr,3.5,,,
Elaan,21-Jan-94,0.31 Cr,0.89 Cr,1.59 Cr,4.6,,,
Raja Babu,21-Jan-94,0.49 Cr,1.38 Cr,2.50 Cr,8.2,,,
Zamane Se Kya Darna,14-Jan-94,0.39 Cr,1.12 Cr,1.87 Cr,4,,,
Tejasvini,30-Nov-93,0.26 Cr,0.75 Cr,1.30 Cr,3.7,,,
Maha Shaktishaali,30-Nov-93,0.17 Cr,0.46 Cr,0.79 Cr,1.5,,,
Haqeeqat,29-Dec-95,0.64 Cr,1.83 Cr,3.02 Cr,6.2,,,
Trimurti,22-Dec-95,1.06 Cr,3.07 Cr,5.04 Cr,8.5,,,
Gambler,08-Dec-95,0.72 Cr,2.06 Cr,3.46 Cr,7.1,,,
Akele Hum Akele Tum,30-Nov-95,0.40 Cr,1.29 Cr,2.35 Cr,7,,,
Ram Jaane,29-Nov-95,0.62 Cr,1.78 Cr,3.16 Cr,8.6,,,
Angarakshak,17-Nov-95,0.69 Cr,1.90 Cr,3.10 Cr,5.6,,,
Diya Aur Toofan,27-Oct-95,0.24 Cr,0.64 Cr,1.08 Cr,1.8,,,
Dilwale Dulhania Le Jayenge,20-Oct-95,0.55 Cr,1.56 Cr,3.37 Cr,53,,,
Yaraana,20-Oct-95,0.46 Cr,1.39 Cr,2.57 Cr,5.2,,,
Barsaat,06-Oct-95,0.68 Cr,1.96 Cr,3.67 Cr,19,,,
Veergati,29-Sep-95,0.57 Cr,1.58 Cr,2.62 Cr,4.9,,,
Kartavya,29-Sep-95,0.44 Cr,1.30 Cr,2.09 Cr,3.3,,,
Jallaad,15-Sep-95,0.49 Cr,1.34 Cr,2.30 Cr,4.6,,,
Ram Shastra,11-Sep-95,0.44 Cr,1.17 Cr,1.82 Cr,2.6,,,
Gundaraj,08-Sep-95,0.61 Cr,1.67 Cr,2.87 Cr,5,,,
Sabse Bada Khiladi,06-Sep-95,0.65 Cr,1.82 Cr,3.15 Cr,9.4,,,
Ahankaar,25-Aug-95,0.39 Cr,1.11 Cr,1.87 Cr,3.1,,,
Oh Darling Yeh Hai India,11-Aug-95,0.22 Cr,0.68 Cr,1.16 Cr,1.7,,,
Guddu,11-Aug-95,0.25 Cr,0.78 Cr,1.34 Cr,2.5,,,
Hum Dono,11-Aug-95,0.46 Cr,1.34 Cr,2.36 Cr,6,,,
Rangeela,09-Aug-95,0.71 Cr,2.05 Cr,3.73 Cr,20,,,
Aatank Hi Aatank,04-Aug-95,0.31 Cr,0.89 Cr,1.46 Cr,2.5,,,
Hulchul,04-Aug-95,0.59 Cr,1.65 Cr,2.80 Cr,5.7,,,
Criminal,04-Aug-95,0.35 Cr,1.01 Cr,1.74 Cr,3.2,,,
Zamaana Deewana,28-Jul-95,0.52 Cr,1.50 Cr,2.54 Cr,4.6,,,
Takkar,14-Jul-95,0.44 Cr,1.24 Cr,2.14 Cr,4,,,
Coolie No 1,30-Jun-95,0.74 Cr,2.09 Cr,3.57 Cr,12,,,
Ravan Raaj,23-Jun-95,0.50 Cr,1.34 Cr,2.20 Cr,5.2,,,
Raja,22-Jun-95,0.73 Cr,2.11 Cr,3.70 Cr,20,,,
Kismat,16-Jun-95,0.30 Cr,0.89 Cr,1.42 Cr,2.6,,,
Gaddaar,09-Jun-95,0.33 Cr,0.90 Cr,1.50 Cr,2.6,,,
Nazar Ke Samne,02-Jun-95,0.16 Cr,0.45 Cr,0.74 Cr,1.2,,,
Zakhmi Sipahi,26-May-95,0.28 Cr,0.79 Cr,1.32 Cr,2.5,,,
Raghuveer,19-May-95,0.41 Cr,1.17 Cr,1.99 Cr,3.7,,,
Policewala Gunda,19-May-95,0.37 Cr,1.02 Cr,1.74 Cr,3.7,,,
Taqdeerwala,12-May-95,0.30 Cr,0.89 Cr,1.53 Cr,3.4,,,
God And Gun,05-May-95,0.30 Cr,0.81 Cr,1.26 Cr,1.8,,,
Prem,05-May-95,0.26 Cr,0.88 Cr,1.62 Cr,3.8,,,
The Don,28-Apr-95,0.38 Cr,1.03 Cr,1.69 Cr,3,,,
Maidan-E-Jung,14-Apr-95,0.40 Cr,1.10 Cr,1.88 Cr,4.2,,,
Baazi,13-Apr-95,0.43 Cr,1.31 Cr,2.25 Cr,5,,,
Hathkadi,31-Mar-95,0.49 Cr,1.36 Cr,2.33 Cr,4.8,,,
Jai Vikraanta,24-Mar-95,0 Cr N.A,0 Cr N.A,2.32 Cr,4.8,,,
Naajayaz,17-Mar-95,0.54 Cr,1.53 Cr,2.63 Cr,5.9,,,
Andolan,03-Mar-95,0.69 Cr,1.95 Cr,3.20 Cr,6,,,
Surakshaa,03-Mar-95,0.41 Cr,0.12 Cr,2.01 Cr,3.8,,,
Jawab,27-Jan-95,0.15 Cr,0.51 Cr,0.89 Cr,1.8,,,
Karan Arjun,13-Jan-95,0.80 Cr,2.24 Cr,4.29 Cr,25,,,
Nishana,01-Jan-95,0.21 Cr,0.58 Cr,0.97 Cr,1.8,,,
Bewafa Sanam,01-Jan-95,0.10 Cr,0.34 Cr,0.67 Cr,4.9,,,
Ajay,27-Dec-96,0.70 Cr,2.01 Cr,3.61 Cr,9.1,,,
Tere Mere Sapne,06-Dec-96,0.21 Cr,0.75 Cr,1.44 Cr,7.7,,,
Saajan Chale Sasural,04-Dec-96,0.69 Cr,1.97 Cr,3.65 Cr,13,,,
Dastak,29-Nov-96,0.21 Cr,0.68 Cr,1.25 Cr,3,,,
Rakshak,29-Nov-96,0.63 Cr,1.76 Cr,3.05 Cr,6.6,,,
Chhote Sarkar,22-Nov-96,0.47 Cr,1.34 Cr,2.16 Cr,3.9,,,
Raja Hindustani,15-Nov-96,0.59 Cr,1.70 Cr,3.65 Cr,43,,,
Ghatak,08-Nov-96,0.80 Cr,2.27 Cr,4.28 Cr,15,,,
Maachis,25-Oct-96,0.05 Cr,0.22 Cr,0.44 Cr,4,,,
Rangbaaz,25-Oct-96,0.25 Cr,0.68 Cr,1.12 Cr,2.1,,,
Return Of Jewel Thief,18-Oct-96,0.30 Cr,0.85 Cr,1.44 Cr,3,,,
Diljale,27-Sep-96,0.71 Cr,1.99 Cr,3.52 Cr,9,,,
Daanveer,20-Sep-96,0.34 Cr,0.91 Cr,1.51 Cr,2.5,,,
Angaara,13-Sep-96,0.31 Cr,0.86 Cr,1.42 Cr,2.4,,,
Bal Brahmachari,06-Sep-96,0.25 Cr,0.79 Cr,1.37 Cr,2.6,,,
Mr Bechara,30-Aug-96,0.25 Cr,0.80 Cr,1.46 Cr,3.1,,,
Jeet,23-Aug-96,0.82 Cr,2.29 Cr,4.19 Cr,16,,,
Sapoot,11-Aug-96,0.74 Cr,2.07 Cr,3.53 Cr,6.6,,,
Khamoshi The Musical,09-Aug-96,0.54 Cr,1.68 Cr,2.93 Cr,6.9,,,
Dil Tera Diwana,09-Aug-96,0.38 Cr,1.08 Cr,1.84 Cr,3.5,,,
Krishna,02-Aug-96,0.79 Cr,2.27 Cr,3.99 Cr,9,,,
Bhishma,26-Jul-96,0.37 Cr,0.10 Cr,1.64 Cr,3,,,
Daraar,05-Jul-96,0.40 Cr,1.26 Cr,2.29 Cr,6.2,,,
Fareb,28-Jun-96,0.17 Cr,0.49 Cr,0.95 Cr,3.6,,,
Army,28-Jun-96,0.63 Cr,1.74 Cr,3.00 Cr,6.5,,,
Chaahat,21-Jun-96,0.61 Cr,1.77 Cr,3.06 Cr,6.8,,,
Khiladiyon Ka Khiladi,14-Jun-96,0.90 Cr,2.48 Cr,4.52 Cr,14,,,
Loafer,09-Jun-96,0.60 Cr,1.74 Cr,2.95 Cr,6.9,,,
Prem Granth,31-May-96,0.52 Cr,1.59 Cr,2.86 Cr,7.7,,,
Masoom,24-May-96,0.24 Cr,0.82 Cr,1.51 Cr,5.7,,,
Tu Chor Main Sipahi,10-May-96,0.59 Cr,1.71 Cr,2.92 Cr,6.2,,,
Jung,19-Apr-96,0.54 Cr,1.49 Cr,2.52 Cr,6,,,
Shastra,10-Apr-96,0.58 Cr,1.59 Cr,2.65 Cr,4.8,,,
Agnisakshi,29-Mar-96,0.55 Cr,1.57 Cr,2.99 Cr,19,,,
Bambai Ka Babu,22-Mar-96,0.17 Cr,0.55 Cr,0.94 Cr,1.8,,,
